scenario,seed,clip_idx,path,n_frames,n_particles,duration_s,initial_height_m,sphere_center_x,sphere_center_y,sphere_center_z,sphere_radius_m,wind_x,wind_z,n_pinned,config_hash,wall_s,status
drape,1525,1525,/data/cloth_trajectories/drape/clip_001525_001525.npz,1000,4096,1.0,0.7784660011858516,0.9369507256631716,0.3556090424256769,1.137767531611533,0.1597481397343879,0.0,0.0,0,f845fd23fe31,28.1735381160006,OK
drape,1526,1526,/data/cloth_trajectories/drape/clip_001526_001526.npz,1000,4096,1.0,0.7667933281722241,1.0946858715231995,0.4569613667796537,0.9442722573988704,0.2098319613925704,0.0,0.0,0,64b332f20151,28.70274941200023,OK
drape,1527,1527,/data/cloth_trajectories/drape/clip_001527_001527.npz,1000,4096,1.0,0.7518680731133717,0.9986398248343072,0.4107417707789317,0.8991303309024973,0.2411263023344399,0.0,0.0,0,0555a84f85ed,28.972109672999977,OK
drape,1528,1528,/data/cloth_trajectories/drape/clip_001528_001528.npz,1000,4096,1.0,0.6971394852946557,1.129584407688127,0.4265649079192844,1.0043874513879123,0.1705745773753713,0.0,0.0,0,9fc7224eef1e,26.24456136599929,OK
drape,1529,1529,/data/cloth_trajectories/drape/clip_001529_001529.npz,1000,4096,1.0,0.7301646405143501,0.9517476247954976,0.4070104929177308,0.9489272766234206,0.2231541475966193,0.0,0.0,0,32cc2ee7baea,29.533819919999587,OK
drape,1530,1530,/data/cloth_trajectories/drape/clip_001530_001530.npz,1000,4096,1.0,0.8919915064240249,1.046326217401885,0.455901425116464,0.944873047092189,0.1614273059221713,0.0,0.0,0,23a8247b2176,25.089635398999917,OK
drape,1531,1531,/data/cloth_trajectories/drape/clip_001531_001531.npz,1000,4096,1.0,0.8379135450351514,0.950301163544065,0.3943963434029546,1.1186254191283946,0.1717949304892707,0.0,0.0,0,7302067a6465,28.447138086999985,OK
drape,1532,1532,/data/cloth_trajectories/drape/clip_001532_001532.npz,1000,4096,1.0,0.8319008850743542,0.8934739465877988,0.3508817282938574,1.1119086611133733,0.2152801561581548,0.0,0.0,0,9ac308807d2c,29.10793912600002,OK
drape,1533,1533,/data/cloth_trajectories/drape/clip_001533_001533.npz,1000,4096,1.0,0.7215045010810215,0.8943550311484286,0.4668885510715975,0.886486662009673,0.154615950009424,0.0,0.0,0,8cfff1a6def4,29.076666015,OK
drape,1534,1534,/data/cloth_trajectories/drape/clip_001534_001534.npz,1000,4096,1.0,0.7373934896929079,1.1165649423163586,0.4456926196605948,0.8713074087554223,0.1917008700323129,0.0,0.0,0,ada7954c1ef3,28.17676854399997,OK
drape,1535,1535,/data/cloth_trajectories/drape/clip_001535_001535.npz,1000,4096,1.0,0.8491080058548292,1.130851050324166,0.4177103308592392,1.0257219052429514,0.2498905180385247,0.0,0.0,0,9f176b763686,27.792811782999703,OK
drape,1536,1536,/data/cloth_trajectories/drape/clip_001536_001536.npz,1000,4096,1.0,0.7668546706512773,1.0211517398253898,0.4962023661257115,0.9402704902378236,0.1706523045255658,0.0,0.0,0,33f48e8d071c,32.04719687499983,OK
drape,1537,1537,/data/cloth_trajectories/drape/clip_001537_001537.npz,1000,4096,1.0,0.7142055574381585,1.1068434308926274,0.446802414518898,1.0522521029873115,0.1674031429192604,0.0,0.0,0,ee49fbd923b1,26.13588836300005,OK
drape,1538,1538,/data/cloth_trajectories/drape/clip_001538_001538.npz,1000,4096,1.0,0.6816276688892264,1.0036379539336917,0.3898067707754848,0.9276746529747412,0.1918208981137415,0.0,0.0,0,d7c4b9249547,28.575932331999866,OK
drape,1539,1539,/data/cloth_trajectories/drape/clip_001539_001539.npz,1000,4096,1.0,0.7531485137518613,0.9808090616543738,0.4785407970494191,0.9610376606571236,0.1746077167024422,0.0,0.0,0,c5438a0a4479,29.509123184999225,OK
drape,1540,1540,/data/cloth_trajectories/drape/clip_001540_001540.npz,1000,4096,1.0,0.7301914021817373,0.9566424206315928,0.4006701287959857,0.8959583706349618,0.1733577563717256,0.0,0.0,0,267143980347,25.490383070999997,OK
drape,1541,1541,/data/cloth_trajectories/drape/clip_001541_001541.npz,1000,4096,1.0,0.8902074656879337,0.8640416331822871,0.4241911819936468,0.9771346064947936,0.2072931092190827,0.0,0.0,0,45811ae5a647,28.128445104999628,OK
drape,1542,1542,/data/cloth_trajectories/drape/clip_001542_001542.npz,1000,4096,1.0,0.813773472308616,1.1101111689444143,0.463252788270388,0.934942499037256,0.2073912024481211,0.0,0.0,0,cb6f22201670,30.347183533000138,OK
drape,1543,1543,/data/cloth_trajectories/drape/clip_001543_001543.npz,1000,4096,1.0,0.8205628057560307,0.9383984342061326,0.4844861239099829,1.048983680218654,0.1862839575383832,0.0,0.0,0,87cfc9c728be,28.46491303799985,OK
drape,1544,1544,/data/cloth_trajectories/drape/clip_001544_001544.npz,1000,4096,1.0,0.8131067333600274,0.9557606304446676,0.4285551660219642,0.9165225529887584,0.188530625762836,0.0,0.0,0,bb289867d331,27.40659020200019,OK
drape,1545,1545,/data/cloth_trajectories/drape/clip_001545_001545.npz,1000,4096,1.0,0.7365805156287456,0.9230246012113442,0.441464878410332,1.1486249681739416,0.1951156372184136,0.0,0.0,0,2465095f701b,28.030473722999886,OK
drape,1546,1546,/data/cloth_trajectories/drape/clip_001546_001546.npz,1000,4096,1.0,0.7326823863786303,0.9281848742328452,0.4708504468427028,0.9334923729515984,0.1618319395359275,0.0,0.0,0,e23e150e0426,26.004276549999304,OK
drape,1547,1547,/data/cloth_trajectories/drape/clip_001547_001547.npz,1000,4096,1.0,0.7281731025157767,1.1401881289773663,0.4197931155569327,1.0663765252483208,0.208379986958844,0.0,0.0,0,7a8dd55a805e,27.531046508000145,OK
drape,1548,1548,/data/cloth_trajectories/drape/clip_001548_001548.npz,1000,4096,1.0,0.6531905044718699,0.9071301893014336,0.373619034980988,1.0225868506228564,0.1682712784107145,0.0,0.0,0,5439f9876c28,28.43570567200004,OK
drape,1549,1549,/data/cloth_trajectories/drape/clip_001549_001549.npz,1000,4096,1.0,0.7985964026820446,0.9032138358749316,0.3578993730059241,1.1008576575003215,0.1724917400399965,0.0,0.0,0,8fdb6ed1b91b,27.857497844000136,OK
drape,1550,1550,/data/cloth_trajectories/drape/clip_001550_001550.npz,1000,4096,1.0,0.8526256805982844,0.8583381156744385,0.4764294685646821,0.9722485899257068,0.2016772745253333,0.0,0.0,0,5a3ae3801258,27.634601894999832,OK
drape,1551,1551,/data/cloth_trajectories/drape/clip_001551_001551.npz,1000,4096,1.0,0.7579846620080484,0.9127152717616536,0.4600176767478551,0.8854258683671009,0.1500236649662089,0.0,0.0,0,8c3110eb1bff,25.075077662000012,OK
drape,1552,1552,/data/cloth_trajectories/drape/clip_001552_001552.npz,1000,4096,1.0,0.8466184364703011,1.0932167365821208,0.4932325527038129,0.8859724697016532,0.218637318649468,0.0,0.0,0,a5976cc16deb,28.31935415799944,OK
drape,1553,1553,/data/cloth_trajectories/drape/clip_001553_001553.npz,1000,4096,1.0,0.7779139763058096,1.0705366880400689,0.3702446520437372,1.000072274306287,0.1793531763162955,0.0,0.0,0,0a7c4c6e817a,27.46127530700028,OK
drape,1554,1554,/data/cloth_trajectories/drape/clip_001554_001554.npz,1000,4096,1.0,0.8882708496441747,1.0246005333001154,0.4432067098046497,0.9008547097400844,0.2397341806180218,0.0,0.0,0,00ea8ff24987,31.627459419999468,OK
drape,1555,1555,/data/cloth_trajectories/drape/clip_001555_001555.npz,1000,4096,1.0,0.7899406618423643,0.9994078991962816,0.3795976384165289,0.8602845873925378,0.2048336155334507,0.0,0.0,0,2f61b1ebe0af,26.094240598000397,OK
drape,1556,1556,/data/cloth_trajectories/drape/clip_001556_001556.npz,1000,4096,1.0,0.7667929784773494,1.075862419084837,0.4320089402254901,0.9144256070988636,0.2347840382518592,0.0,0.0,0,99f412ad6ae8,28.27922864499942,OK
drape,1557,1557,/data/cloth_trajectories/drape/clip_001557_001557.npz,1000,4096,1.0,0.8926306369771265,1.108108925947468,0.458104980481368,1.0603116606430787,0.1886018601644812,0.0,0.0,0,a2ac250a4d1d,29.038016718000108,OK
drape,1558,1558,/data/cloth_trajectories/drape/clip_001558_001558.npz,1000,4096,1.0,0.7600094037955237,0.8787638189578225,0.4217158677464125,1.126995365144945,0.2382935360491112,0.0,0.0,0,da882bd5e771,29.29976646700015,OK
drape,1559,1559,/data/cloth_trajectories/drape/clip_001559_001559.npz,1000,4096,1.0,0.8076605950459421,1.1478619002953216,0.3872439331745276,0.870302423258909,0.2299921127438401,0.0,0.0,0,ae05a7627771,29.53763244200036,OK
collision,201525,1525,/data/cloth_trajectories/collision/clip_201525_001525.npz,1000,4096,1.0,1.0,1.081362450112323,0.2869534070102627,1.1360145280613163,0.1166504211106769,0.0,0.0,2,c822532ab4b5,26.04586278500028,OK
collision,201526,1526,/data/cloth_trajectories/collision/clip_201526_001526.npz,1000,4096,1.0,1.0,0.9020895151917948,0.3959845261010377,1.0889791242734663,0.1224536771075213,0.0,0.0,2,7e6e301cb3d6,27.81015285400008,OK
collision,201527,1527,/data/cloth_trajectories/collision/clip_201527_001527.npz,1000,4096,1.0,1.0,0.9267286565830428,0.2129657742706725,1.022573839604072,0.1304504376480906,0.0,0.0,2,0eccead50ccf,28.30141137300052,OK
collision,201528,1528,/data/cloth_trajectories/collision/clip_201528_001528.npz,1000,4096,1.0,1.0,0.9845647747610772,0.3179963704161179,0.9527096430002224,0.1332494138183271,0.0,0.0,2,8cea2b549308,35.82864671399966,OK
collision,201529,1529,/data/cloth_trajectories/collision/clip_201529_001529.npz,1000,4096,1.0,1.0,0.9297596293063386,0.3269505674634388,0.8672891470654384,0.1684889136312086,0.0,0.0,2,b3ad025fa00d,28.07917942200038,OK
collision,201530,1530,/data/cloth_trajectories/collision/clip_201530_001530.npz,1000,4096,1.0,1.0,0.9654943880371047,0.2911453177930366,1.082022669199669,0.1016331203000209,0.0,0.0,2,d10acb1a8940,27.9646834640007,OK
collision,201531,1531,/data/cloth_trajectories/collision/clip_201531_001531.npz,1000,4096,1.0,1.0,0.953454159634259,0.2580133938396391,1.0885331835964662,0.172534522337239,0.0,0.0,2,0aeaf1161c61,29.362849107999864,OK
collision,201532,1532,/data/cloth_trajectories/collision/clip_201532_001532.npz,1000,4096,1.0,1.0,0.9485446900311072,0.2878826574459824,1.0063102594823756,0.1364545015708371,0.0,0.0,2,aa64c93b9736,33.18435395599954,OK
collision,201533,1533,/data/cloth_trajectories/collision/clip_201533_001533.npz,1000,4096,1.0,1.0,0.9446136476715424,0.335985466568904,1.0804665798030564,0.160117362762106,0.0,0.0,2,58d1398942bd,25.96759095500056,OK
collision,201534,1534,/data/cloth_trajectories/collision/clip_201534_001534.npz,1000,4096,1.0,1.0,0.887600951736627,0.2392082902322093,1.13562810778883,0.1144802978572213,0.0,0.0,2,762a08b7bd0b,32.84114520299954,OK
collision,201535,1535,/data/cloth_trajectories/collision/clip_201535_001535.npz,1000,4096,1.0,1.0,1.0868160296555058,0.2920510619845509,1.0866655532895408,0.173724168959624,0.0,0.0,2,d25bf4e9838e,29.91072477600028,OK
collision,201536,1536,/data/cloth_trajectories/collision/clip_201536_001536.npz,1000,4096,1.0,1.0,1.0584936408583017,0.299149087772464,1.133764689275932,0.1774949617785851,0.0,0.0,2,2df902e8ae4e,27.489192881000236,OK
collision,201537,1537,/data/cloth_trajectories/collision/clip_201537_001537.npz,1000,4096,1.0,1.0,1.0398183290748069,0.2456413763712572,0.930738844766588,0.1062897486494955,0.0,0.0,2,87123e91f95b,27.86507271099981,OK
collision,201538,1538,/data/cloth_trajectories/collision/clip_201538_001538.npz,1000,4096,1.0,1.0,0.9942375144422552,0.2131882919857094,0.9147009411220856,0.1787213963323358,0.0,0.0,2,98b4c3cf629e,27.882507068999985,OK
collision,201539,1539,/data/cloth_trajectories/collision/clip_201539_001539.npz,1000,4096,1.0,1.0,0.9154287177245708,0.2334087043523456,1.0341378059938986,0.1668484542531062,0.0,0.0,2,6d110b98814f,35.28663833700011,OK
collision,201540,1540,/data/cloth_trajectories/collision/clip_201540_001540.npz,1000,4096,1.0,1.0,0.9962869812654196,0.3082931112411689,0.8699748814928949,0.1113705750939725,0.0,0.0,2,87797c6d192e,29.05670632299916,OK
collision,201541,1541,/data/cloth_trajectories/collision/clip_201541_001541.npz,1000,4096,1.0,1.0,1.1080418039044335,0.3285683910656785,1.009945455133653,0.117884170589485,0.0,0.0,2,6b241ca49c5a,28.46739440000056,OK
collision,201542,1542,/data/cloth_trajectories/collision/clip_201542_001542.npz,1000,4096,1.0,1.0,0.9152550588952048,0.3331831213042259,1.1241358037042508,0.1209367263012521,0.0,0.0,2,64b4240eef31,26.407595744998616,OK
collision,201543,1543,/data/cloth_trajectories/collision/clip_201543_001543.npz,1000,4096,1.0,1.0,1.0772438978207612,0.2581471680154603,0.8522653817379345,0.1740872841433412,0.0,0.0,2,9e1a1dee0576,34.69607887500024,OK
collision,201544,1544,/data/cloth_trajectories/collision/clip_201544_001544.npz,1000,4096,1.0,1.0,1.0361065190175522,0.381863578189022,1.1386728453945214,0.112591064473855,0.0,0.0,2,d5854e7f9827,28.32841388700035,OK
collision,201545,1545,/data/cloth_trajectories/collision/clip_201545_001545.npz,1000,4096,1.0,1.0,1.1250893332039122,0.315389594912749,1.0031721990699525,0.1242907574595641,0.0,0.0,2,818fb6da58dd,32.54159175100176,OK
collision,201546,1546,/data/cloth_trajectories/collision/clip_201546_001546.npz,1000,4096,1.0,1.0,0.895703822983569,0.2550600488531382,0.900533798370941,0.1085465933805136,0.0,0.0,2,9433ebce25d3,27.454634683000226,OK
collision,201547,1547,/data/cloth_trajectories/collision/clip_201547_001547.npz,1000,4096,1.0,1.0,0.8660639114795374,0.3172750139098548,1.1325162366439216,0.1445387904307085,0.0,0.0,2,39560a6dfe5a,27.70725291599956,OK
