scenario,seed,clip_idx,path,n_frames,n_particles,duration_s,initial_height_m,sphere_center_x,sphere_center_y,sphere_center_z,sphere_radius_m,wind_x,wind_z,n_pinned,config_hash,wall_s,status
drape,1200,1200,/data/cloth_trajectories/drape/clip_001200_001200.npz,1000,4096,1.0,0.7731190489171927,0.8769148492814292,0.3775902786371259,1.0550819158957396,0.1824388808315306,0.0,0.0,0,ce69ebd7d466,27.28668038799998,OK
drape,1201,1201,/data/cloth_trajectories/drape/clip_001201_001201.npz,1000,4096,1.0,0.7334632265084422,0.9094240860556582,0.4117198133252285,0.9252752547038524,0.2024692957613269,0.0,0.0,0,b387d1996f66,28.03543008900033,OK
drape,1202,1202,/data/cloth_trajectories/drape/clip_001202_001202.npz,1000,4096,1.0,0.718619811580246,0.9533060661953762,0.3818407799675052,0.8684848291924988,0.2367790316127408,0.0,0.0,0,b04b4a9571e1,27.635694982999667,OK
drape,1203,1203,/data/cloth_trajectories/drape/clip_001203_001203.npz,1000,4096,1.0,0.7987822718246278,1.030487846925106,0.4952534562696364,1.0032438858683037,0.2035288155549913,0.0,0.0,0,f2e01aba3ee7,26.79699444800008,OK
drape,1204,1204,/data/cloth_trajectories/drape/clip_001204_001204.npz,1000,4096,1.0,0.8054735608179773,0.8971677383015346,0.4149082860312645,1.1037064383066346,0.2420092066246674,0.0,0.0,0,d8481fc6652e,28.525347838000016,OK
drape,1205,1205,/data/cloth_trajectories/drape/clip_001205_001205.npz,1000,4096,1.0,0.8409327384145722,0.8895940884701046,0.370783677436647,1.0798270465675737,0.2316231794550307,0.0,0.0,0,56b8255b499d,25.90515153800061,OK
drape,1206,1206,/data/cloth_trajectories/drape/clip_001206_001206.npz,1000,4096,1.0,0.75170518238885,1.115254124419941,0.4984127252526315,1.039769016334081,0.1532924571362185,0.0,0.0,0,27823f8820bc,27.002923520999957,OK
drape,1207,1207,/data/cloth_trajectories/drape/clip_001207_001207.npz,1000,4096,1.0,0.65331785531785,0.9841765519937822,0.3596799705078751,1.08663348406189,0.1528458598257876,0.0,0.0,0,5e7850278c07,28.3707056129997,OK
drape,1208,1208,/data/cloth_trajectories/drape/clip_001208_001208.npz,1000,4096,1.0,0.8414694468475195,1.074002756118347,0.4937120820755424,1.1391611615085948,0.247757364771977,0.0,0.0,0,de0cc6f3543d,27.518855670999983,OK
drape,1209,1209,/data/cloth_trajectories/drape/clip_001209_001209.npz,1000,4096,1.0,0.6936126603081434,0.918343689575601,0.3845617081767932,1.135282775993425,0.1655373461631939,0.0,0.0,0,2e401a33897b,29.01607155199963,OK
drape,1210,1210,/data/cloth_trajectories/drape/clip_001210_001210.npz,1000,4096,1.0,0.7513101391572108,0.9490583267723368,0.4879708563906519,1.017886085214387,0.1633392827665589,0.0,0.0,0,5cb442f58d5b,28.24941253100002,OK
drape,1211,1211,/data/cloth_trajectories/drape/clip_001211_001211.npz,1000,4096,1.0,0.738941697441004,1.1166541066593128,0.3789337820031956,0.8863281613766358,0.2452996898283647,0.0,0.0,0,f216e29dc21f,29.43779515300048,OK
drape,1212,1212,/data/cloth_trajectories/drape/clip_001212_001212.npz,1000,4096,1.0,0.7286097703563963,1.0765805924230634,0.3938942560025842,0.922763193051154,0.234715514353812,0.0,0.0,0,e21bc5b971a1,28.15497189800044,OK
